geneName	family
FBgn0025378	206
FBgn0034776	206
FBgn0035003	206
FBgn0035971	206
FBgn0003676	207
FBgn0037632	207
FBgn0015019	207
FBgn0030086	207
FBgn0032444	208
FBgn0010621	208
FBgn0027329	208
FBgn0284436	208
FBgn0004512	209
FBgn0004513	209
FBgn0035695	209
FBgn0010241	209
FBgn0004629	210
FBgn0051313	210
FBgn0030105	210
FBgn0038243	210
FBgn0010197	211
FBgn0036368	211
FBgn0261360	211
FBgn0266136	211
FBgn0035742	212
FBgn0035743	212
FBgn0250836	212
FBgn0035926	212
FBgn0010651	213
FBgn0033234	213
FBgn0034392	213
FBgn0034394	213
FBgn0011244	214
FBgn0031728	214
FBgn0015245	214
FBgn0032525	214
FBgn0012042	215
FBgn0038530	215
FBgn0041579	215
FBgn0041581	215
FBgn0013953	216
FBgn0039789	216
FBgn0036240	216
FBgn0039787	216
FBgn0015218	217
FBgn0035823	217
FBgn0035709	217
FBgn0265089	217
FBgn0015282	218
FBgn0028684	218
FBgn0028686	218
FBgn0037742	218
FBgn0031373	219
FBgn0031910	219
FBgn0040099	219
FBgn0259230	219
FBgn0015663	220
FBgn0027070	220
FBgn0027074	220
FBgn0032713	220
FBgn0034882	221
FBgn0034883	221
FBgn0034884	221
FBgn0034885	221
FBgn0029950	222
FBgn0037895	222
FBgn0250757	222
FBgn0038652	222
FBgn0017577	223
FBgn0015929	223
FBgn0025815	223
FBgn0020633	223
FBgn0031791	224
FBgn0029813	224
FBgn0032839	224
FBgn0034429	224
FBgn0039758	225
FBgn0037515	225
FBgn0039759	225
FBgn0039798	225
FBgn0019952	226
FBgn0086365	226
FBgn0038407	226
FBgn0034479	226
FBgn0035042	227
FBgn0050488	227
FBgn0050486	227
FBgn0250842	227
FBgn0037888	228
FBgn0037889	228
FBgn0037879	228
FBgn0051296	228
FBgn0035309	229
FBgn0035312	229
FBgn0026570	229
FBgn0026593	229
FBgn0022699	230
FBgn0022935	230
FBgn0035690	230
FBgn0035691	230
FBgn0022770	231
FBgn0031737	231
FBgn0026077	231
FBgn0031097	231
FBgn0022984	232
FBgn0034659	232
FBgn0034739	232
FBgn0034740	232
FBgn0035789	233
FBgn0035847	233
FBgn0045442	233
FBgn0050018	233
FBgn0038068	234
FBgn0038067	234
FBgn0042207	234
FBgn0038069	234
FBgn0051091	235
FBgn0036996	235
FBgn0031533	235
FBgn0051089	235
FBgn0024196	236
FBgn0028570	236
FBgn0028569	236
FBgn0032972	236
FBgn0024889	237
FBgn0027338	237
FBgn0267727	237
FBgn0035657	237
FBgn0025620	238
FBgn0030895	238
FBgn0031800	238
FBgn0031801	238
FBgn0031074	239
FBgn0026174	239
FBgn0034904	239
FBgn0026175	239
FBgn0025638	240
FBgn0044020	240
FBgn0040291	240
FBgn0250903	240
FBgn0025827	241
FBgn0034162	241
FBgn0034165	241
FBgn0046999	241
FBgn0026754	242
FBgn0040261	242
FBgn0040262	242
FBgn0031887	242
FBgn0039085	243
FBgn0039086	243
FBgn0039087	243
FBgn0040252	243
FBgn0026394	244
FBgn0030298	244
FBgn0026396	244
FBgn0033422	244
FBgn0027572	245
FBgn0029924	245
FBgn0034628	245
FBgn0034629	245
FBgn0050005	246
FBgn0030484	246
FBgn0031117	246
FBgn0050000	246
FBgn0027610	247
FBgn0036807	247
FBgn0036808	247
FBgn0038797	247
FBgn0028533	248
FBgn0028534	248
FBgn0028920	248
FBgn0053306	248
FBgn0028563	249
FBgn0028561	249
FBgn0028562	249
FBgn0033047	249
FBgn0028664	250
FBgn0028663	250
FBgn0035521	250
FBgn0038458	250
FBgn0028856	251
FBgn0028857	251
FBgn0034826	251
FBgn0051735	251
FBgn0028870	252
FBgn0033953	252
FBgn0050362	252
FBgn0050363	252
FBgn0028892	253
FBgn0034687	253
FBgn0034688	253
FBgn0034689	253
FBgn0029152	254
FBgn0030578	254
FBgn0030577	254
FBgn0036809	254
FBgn0029658	255
FBgn0029659	255
FBgn0031103	255
FBgn0031954	255
FBgn0029661	256
FBgn0039498	256
FBgn0030015	256
FBgn0037242	256
FBgn0029848	257
FBgn0040069	257
FBgn0052750	257
FBgn0052751	257
FBgn0029890	258
FBgn0036162	258
FBgn0051874	258
FBgn0286222	258
FBgn0029969	259
FBgn0035203	259
FBgn0040064	259
FBgn0025352	259
FBgn0030524	260
FBgn0085521	260
FBgn0085693	260
FBgn0052708	260
FBgn0030795	261
FBgn0034730	261
FBgn0052792	261
FBgn0053289	261
FBgn0031043	262
FBgn0051730	262
FBgn0263251	262
FBgn0051851	262
FBgn0031164	263
FBgn0020371	263
FBgn0263977	263
FBgn0037310	263
FBgn0031170	264
FBgn0036747	264
FBgn0051213	264
FBgn0261998	264
FBgn0031181	265
FBgn0039079	265
FBgn0039080	265
FBgn0051225	265
FBgn0031479	266
FBgn0033518	266
FBgn0033521	266
FBgn0033520	266
FBgn0036490	267
FBgn0038519	267
FBgn0040309	267
FBgn0040308	267
FBgn0031720	268
FBgn0031430	268
FBgn0031721	268
FBgn0038122	268
FBgn0031760	269
FBgn0037848	269
FBgn0040334	269
FBgn0029837	269
FBgn0031902	270
FBgn0031903	270
FBgn0004360	270
FBgn0284084	270
FBgn0031914	271
FBgn0031913	271
FBgn0032783	271
FBgn0032785	271
FBgn0032021	272
FBgn0032421	272
FBgn0033872	272
FBgn0032022	272
FBgn0032111	273
FBgn0051347	273
FBgn0264340	273
FBgn0038078	273
FBgn0261289	274
FBgn0261293	274
FBgn0261294	274
FBgn0261292	274
FBgn0033268	275
FBgn0039678	275
FBgn0039685	275
FBgn0046875	275
FBgn0033498	276
FBgn0260777	276
FBgn0085344	276
FBgn0052391	276
FBgn0033516	277
FBgn0053477	277
FBgn0053475	277
FBgn0053476	277
FBgn0033584	278
FBgn0036749	278
FBgn0036750	278
FBgn0035943	278
FBgn0034436	279
FBgn0034438	279
FBgn0034439	279
FBgn0034437	279
FBgn0033733	280
FBgn0035006	280
FBgn0037996	280
FBgn0038734	280
FBgn0038731	281
FBgn0038732	281
FBgn0038733	281
FBgn0038730	281
FBgn0033763	282
FBgn0052191	282
FBgn0036765	282
FBgn0036768	282
FBgn0033887	283
FBgn0265052	283
FBgn0034887	283
FBgn0037665	283
FBgn0033952	284
FBgn0036751	284
FBgn0036752	284
FBgn0043025	284
FBgn0034225	285
FBgn0050103	285
FBgn0050104	285
FBgn0259101	285
FBgn0053687	286
FBgn0053688	286
FBgn0053690	286
FBgn0053689	286
FBgn0053919	287
FBgn0053137	287
FBgn0053467	287
FBgn0053792	287
FBgn0035570	288
FBgn0085295	288
FBgn0042199	288
FBgn0001174	288
FBgn0035904	289
FBgn0035906	289
FBgn0035907	289
FBgn0086348	289
FBgn0036154	290
FBgn0052412	290
FBgn0036999	290
FBgn0052413	290
FBgn0036217	291
FBgn0030481	291
FBgn0039930	291
FBgn0052263	291
FBgn0036225	292
FBgn0036950	292
FBgn0036953	292
FBgn0260393	292
FBgn0036493	293
FBgn0036764	293
FBgn0036984	293
FBgn0037203	293
FBgn0039782	294
FBgn0039616	294
FBgn0039783	294
FBgn0051524	294
FBgn0037174	295
FBgn0039485	295
FBgn0039482	295
FBgn0039483	295
FBgn0037440	296
FBgn0000303	296
FBgn0261862	296
FBgn0038486	296
FBgn0037590	297
FBgn0036009	297
FBgn0037591	297
FBgn0037594	297
FBgn0037922	298
FBgn0038767	298
FBgn0038765	298
FBgn0038766	298
FBgn0039321	299
FBgn0051097	299
FBgn0051102	299
FBgn0051288	299
FBgn0037940	300
FBgn0085458	300
FBgn0053262	300
FBgn0085457	300
FBgn0038135	301
FBgn0261243	301
FBgn0038136	301
FBgn0052473	301
FBgn0038150	302
FBgn0034856	302
FBgn0038151	302
FBgn0041712	302
FBgn0052053	303
FBgn0262008	303
FBgn0052054	303
FBgn0262007	303
FBgn0038469	304
FBgn0004577	304
FBgn0038511	304
FBgn0261987	304
FBgn0038643	305
FBgn0039452	305
FBgn0040607	305
FBgn0040687	305
FBgn0038918	306
FBgn0033814	306
FBgn0038919	306
FBgn0051413	306
FBgn0039228	307
FBgn0085326	307
FBgn0051294	307
FBgn0085303	307
FBgn0039349	308
FBgn0012036	308
FBgn0051075	308
FBgn0023537	308
FBgn0039592	309
FBgn0033490	309
FBgn0053346	309
FBgn0039593	309
FBgn0041180	310
FBgn0041182	310
FBgn0041181	310
FBgn0041183	310
FBgn0041623	311
FBgn0041624	311
FBgn0041625	311
FBgn0026385	311
FBgn0045469	312
FBgn0045470	312
FBgn0045471	312
FBgn0045468	312
FBgn0050178	313
FBgn0051624	313
FBgn0051988	313
FBgn0085354	313
FBgn0052192	314
FBgn0259739	314
FBgn0263250	314
FBgn0265046	314
FBgn0085213	315
FBgn0036343	315
FBgn0085471	315
FBgn0085472	315
FBgn0266363	316
FBgn0264750	316
FBgn0051704	316
FBgn0266364	316
FBgn0261046	317
FBgn0033159	317
FBgn0263219	317
FBgn0265296	317
FBgn0000036	318
FBgn0004118	318
FBgn0000039	318
FBgn0000078	319
FBgn0000079	319
FBgn0020506	319
FBgn0000120	320
FBgn0040206	320
FBgn0000121	320
FBgn0000146	321
FBgn0250816	321
FBgn0004872	321
FBgn0000259	322
FBgn0015300	322
FBgn0026136	322
FBgn0011832	323
FBgn0042186	323
FBgn0250841	323
FBgn0025383	324
FBgn0029826	324
FBgn0052755	324
FBgn0053458	325
FBgn0053459	325
FBgn0050098	325
FBgn0264253	326
FBgn0042187	326
FBgn0031406	326
FBgn0000559	327
FBgn0039566	327
FBgn0053158	327
FBgn0001086	328
FBgn0262699	328
FBgn0034937	328
FBgn0001091	329
FBgn0001092	329
FBgn0034173	329
FBgn0001105	330
FBgn0004623	330
FBgn0030011	330
FBgn0030586	331
FBgn0030587	331
FBgn0037896	331
FBgn0033381	332
FBgn0034354	332
FBgn0027590	332
FBgn0001228	333
FBgn0038080	333
FBgn0039145	333
FBgn0001233	334
FBgn0026761	334
FBgn0039562	334
FBgn0011554	335
FBgn0011556	335
FBgn0043471	335
FBgn0031248	336
FBgn0031249	336
FBgn0053127	336
FBgn0036022	337
FBgn0036024	337
FBgn0036023	337
FBgn0037677	338
FBgn0037678	338
FBgn0052808	338
FBgn0263235	339
FBgn0263234	339
FBgn0038595	339
FBgn0267432	340
FBgn0013813	340
FBgn0037726	340
FBgn0002571	341
FBgn0033294	341
FBgn0050359	341
FBgn0002719	342
FBgn0029155	342
FBgn0034127	342
FBgn0002789	343
FBgn0035499	343
FBgn0038774	343
FBgn0002940	344
FBgn0003248	344
FBgn0019940	344
FBgn0003375	345
FBgn0262005	345
FBgn0038523	345
FBgn0003450	346
FBgn0034139	346
FBgn0034796	346
FBgn0003502	347
FBgn0264959	347
FBgn0262733	347
FBgn0003747	348
FBgn0045476	348
FBgn0052255	348
FBgn0004047	349
FBgn0004045	349
FBgn0005391	349
FBgn0023175	350
FBgn0050382	350
FBgn0263121	350
FBgn0004380	351
FBgn0039925	351
FBgn0004381	351
FBgn0034539	352
FBgn0029765	352
FBgn0034538	352
FBgn0017456	353
FBgn0026316	353
FBgn0035584	353
FBgn0004593	354
FBgn0014848	354
FBgn0014850	354
FBgn0004620	355
FBgn0046113	355
FBgn0020429	355
FBgn0051876	356
FBgn0035511	356
FBgn0259713	356
FBgn0004921	357
FBgn0263029	357
FBgn0267252	357
FBgn0005626	358
FBgn0001208	358
FBgn0035187	358
FBgn0015035	359
FBgn0014469	359
FBgn0015034	359
FBgn0031693	360
FBgn0031694	360
FBgn0031695	360
FBgn0010015	361
FBgn0011826	361
FBgn0267912	361
FBgn0027584	362
FBgn0032132	362
FBgn0032131	362
FBgn0032058	363
FBgn0037090	363
FBgn0032057	363
FBgn0010053	364
FBgn0034405	364
FBgn0034406	364
FBgn0031837	365
FBgn0031725	365
FBgn0039617	365
FBgn0010246	366
FBgn0039157	366
FBgn0086347	366
FBgn0010269	367
FBgn0024326	367
FBgn0261524	367
FBgn0010352	368
FBgn0039827	368
FBgn0035240	368
FBgn0010403	369
FBgn0034475	369
FBgn0011281	369
FBgn0010414	370
FBgn0034136	370
FBgn0267326	370
FBgn0010497	371
FBgn0028513	371
FBgn0042126	371
FBgn0039644	372
FBgn0034612	372
FBgn0039645	372
FBgn0010894	373
FBgn0033032	373
FBgn0013720	373
FBgn0011283	374
FBgn0011280	374
FBgn0034474	374
FBgn0035334	375
FBgn0024986	375
FBgn0034472	375
FBgn0012037	376
FBgn0032535	376
FBgn0016122	376
FBgn0013759	377
FBgn0050021	377
FBgn0250785	377
FBgn0013812	378
FBgn0039510	378
FBgn0267433	378
FBgn0014455	379
FBgn0015011	379
FBgn0035371	379
FBgn0014869	380
FBgn0011270	380
FBgn0038957	380
FBgn0034623	381
FBgn0036072	381
FBgn0034624	381
FBgn0015037	382
FBgn0033395	382
FBgn0033397	382
FBgn0015268	383
FBgn0040345	383
FBgn0267366	383
FBgn0015509	384
FBgn0032956	384
FBgn0039632	384
FBgn0015583	385
FBgn0040097	385
FBgn0040098	385
FBgn0015776	386
FBgn0032946	386
FBgn0015777	386
FBgn0015924	387
FBgn0002939	387
FBgn0051741	387
FBgn0025697	388
FBgn0031969	388
FBgn0031970	388
FBgn0016032	389
FBgn0033127	389
FBgn0033135	389
FBgn0016675	390
FBgn0030050	390
FBgn0053532	390
FBgn0259958	391
FBgn0262357	391
FBgn0035199	391
FBgn0016698	392
FBgn0030696	392
FBgn0037365	392
FBgn0017418	393
FBgn0036082	393
FBgn0025186	393
FBgn0017448	394
FBgn0039872	394
FBgn0039873	394
FBgn0031998	395
FBgn0053124	395
FBgn0051668	395
FBgn0034494	396
FBgn0035293	396
FBgn0052669	396
FBgn0037140	397
FBgn0033809	397
FBgn0037144	397
FBgn0019972	398
FBgn0010501	398
FBgn0028381	398
FBgn0019982	399
FBgn0031335	399
FBgn0051924	399
FBgn0020258	400
FBgn0022981	400
FBgn0035785	400
FBgn0020369	401
FBgn0028687	401
FBgn0039788	401
FBgn0020545	402
FBgn0037071	402
FBgn0037070	402
FBgn0086900	403
FBgn0020645	403
FBgn0042118	403
FBgn0037114	404
FBgn0033600	404
FBgn0033601	404
FBgn0023000	405
FBgn0045443	405
FBgn0035623	405
FBgn0028956	406
FBgn0035132	406
FBgn0034219	406
FBgn0023495	407
FBgn0033999	407
FBgn0038070	407
FBgn0024177	408
FBgn0027107	408
FBgn0030989	408
FBgn0025185	409
FBgn0033186	409
FBgn0033185	409
FBgn0025592	410
FBgn0033673	410
FBgn0035266	410
FBgn0025637	411
FBgn0026176	411
FBgn0034863	411
FBgn0025837	412
FBgn0030932	412
FBgn0030361	412
FBgn0051013	413
FBgn0051015	413
FBgn0265268	413
FBgn0026386	414
FBgn0039582	414
FBgn0030204	414
FBgn0026389	415
FBgn0028963	415
FBgn0032096	415
FBgn0026391	416
FBgn0026390	416
FBgn0026392	416
FBgn0026872	417
FBgn0029580	417
FBgn0037292	417
FBgn0027570	418
FBgn0031081	418
FBgn0029843	418
FBgn0027586	419
FBgn0032494	419
FBgn0032495	419
FBgn0035567	420
FBgn0035568	420
FBgn0039674	420
FBgn0028481	421
FBgn0020312	421
FBgn0051690	421
FBgn0028541	422
FBgn0035622	422
FBgn0032880	422
FBgn0028848	423
FBgn0022160	423
FBgn0033190	423
FBgn0028863	424
FBgn0261041	424
FBgn0261999	424
FBgn0262057	425
FBgn0036969	425
FBgn0036970	425
FBgn0029067	426
FBgn0033322	426
FBgn0035426	426
FBgn0029134	427
FBgn0034842	427
FBgn0051742	427
FBgn0033124	428
FBgn0042086	428
FBgn0050160	428
FBgn0029522	429
FBgn0029524	429
FBgn0052817	429
FBgn0029608	430
FBgn0023525	430
FBgn0029863	430
FBgn0029686	431
FBgn0052783	431
FBgn0052786	431
FBgn0029812	432
FBgn0023174	432
FBgn0037296	432
FBgn0029949	433
FBgn0039694	433
FBgn0035228	433
FBgn0029993	434
FBgn0032520	434
FBgn0036195	434
FBgn0030051	435
FBgn0038113	435
FBgn0038114	435
FBgn0030071	436
FBgn0034362	436
FBgn0034363	436
FBgn0030136	437
FBgn0085211	437
FBgn0039739	437
FBgn0030207	438
FBgn0031322	438
FBgn0263106	438
FBgn0030341	439
FBgn0264389	439
FBgn0051787	439
FBgn0030347	440
FBgn0024995	440
FBgn0030348	440
FBgn0030370	441
FBgn0011327	441
FBgn0262166	441
FBgn0030377	442
FBgn0015622	442
FBgn0264077	442
FBgn0030443	443
FBgn0040363	443
FBgn0040397	443
FBgn0030483	444
FBgn0052713	444
FBgn0053223	444
FBgn0030510	445
FBgn0032436	445
FBgn0030511	445
FBgn0030575	446
FBgn0014903	446
FBgn0033830	446
FBgn0034427	447
FBgn0033431	447
FBgn0034665	447
FBgn0030740	448
FBgn0040364	448
FBgn0040398	448
FBgn0030747	449
FBgn0030746	449
FBgn0051729	449
FBgn0037989	450
FBgn0259221	450
FBgn0032120	450
FBgn0030836	451
FBgn0039342	451
FBgn0030837	451
FBgn0030992	452
FBgn0030993	452
FBgn0250821	452
FBgn0031002	453
FBgn0031012	453
FBgn0259834	453
FBgn0031039	454
FBgn0031038	454
FBgn0037512	454
FBgn0031047	455
FBgn0032089	455
FBgn0039887	455
FBgn0031229	456
FBgn0040066	456
FBgn0034274	456
FBgn0031245	457
FBgn0031244	457
FBgn0036158	457
FBgn0031256	458
FBgn0038145	458
FBgn0032474	458
FBgn0031407	459
FBgn0031412	459
FBgn0051482	459
FBgn0031442	460
FBgn0032596	460
FBgn0031443	460
FBgn0031489	461
FBgn0034800	461
FBgn0039464	461
FBgn0261054	462
FBgn0259953	462
FBgn0259952	462
FBgn0031610	463
FBgn0037085	463
FBgn0264744	463
FBgn0031732	464
FBgn0032457	464
FBgn0031738	464
FBgn0031734	465
FBgn0039594	465
FBgn0053970	465
FBgn0031757	466
FBgn0036199	466
FBgn0031758	466
FBgn0033904	467
FBgn0033905	467
FBgn0033903	467
FBgn0039310	468
FBgn0039308	468
FBgn0039309	468
FBgn0031835	469
FBgn0266354	469
FBgn0263780	469
FBgn0032668	470
FBgn0032670	470
FBgn0032669	470
FBgn0039474	471
FBgn0039472	471
FBgn0039473	471
FBgn0032074	472
FBgn0033629	472
FBgn0032943	472
FBgn0032090	473
FBgn0040383	473
FBgn0037912	473
FBgn0032160	474
FBgn0032161	474
FBgn0032162	474
FBgn0032244	475
FBgn0030871	475
FBgn0260985	475
FBgn0032449	476
FBgn0037846	476
FBgn0037845	476
FBgn0032648	477
FBgn0032647	477
FBgn0032649	477
FBgn0032790	478
FBgn0032787	478
FBgn0032791	478
FBgn0032973	479
FBgn0038398	479
FBgn0264979	479
FBgn0033096	480
FBgn0033097	480
FBgn0038412	480
FBgn0033149	481
FBgn0053140	481
FBgn0050384	481
FBgn0033215	482
FBgn0033214	482
FBgn0033216	482
FBgn0033324	483
FBgn0033323	483
FBgn0033326	483
FBgn0033367	484
FBgn0261363	484
FBgn0283437	484
FBgn0033387	485
FBgn0039817	485
FBgn0033388	485
FBgn0033690	486
FBgn0052463	486
FBgn0051682	486
FBgn0037547	487
FBgn0037548	487
FBgn0038803	487
FBgn0050049	488
FBgn0050043	488
FBgn0050047	488
FBgn0033761	489
FBgn0033879	489
FBgn0031092	489
FBgn0033787	490
FBgn0265185	490
FBgn0052633	490
FBgn0033789	491
FBgn0033788	491
FBgn0051789	491
FBgn0033815	492
FBgn0042133	492
FBgn0034729	492
FBgn0033827	493
FBgn0032663	493
FBgn0033826	493
FBgn0033945	494
FBgn0053468	494
FBgn0053469	494
FBgn0034062	495
FBgn0034379	495
FBgn0001133	495
FBgn0030828	496
FBgn0036977	496
FBgn0265267	496
FBgn0034175	497
FBgn0034176	497
FBgn0050462	497
FBgn0034292	498
FBgn0034291	498
FBgn0054005	498
FBgn0034329	499
FBgn0025583	499
FBgn0034330	499
FBgn0040734	500
FBgn0040733	500
FBgn0040736	500
FBgn0036128	501
FBgn0052072	501
FBgn0260960	501
FBgn0034486	502
FBgn0035751	502
FBgn0035750	502
FBgn0261791	503
FBgn0261068	503
FBgn0261790	503
FBgn0034588	504
FBgn0036836	504
FBgn0036837	504
FBgn0034646	505
FBgn0025457	505
FBgn0034838	505
FBgn0034880	506
FBgn0034005	506
FBgn0286785	506
FBgn0053795	507
FBgn0053927	507
FBgn0053796	507
FBgn0034997	508
FBgn0039768	508
FBgn0039769	508
FBgn0034999	509
FBgn0265187	509
FBgn0267828	509
FBgn0035069	510
FBgn0085198	510
FBgn0083942	510
FBgn0035332	511
FBgn0036329	511
FBgn0051693	511
FBgn0035486	512
FBgn0045477	512
FBgn0045478	512
FBgn0035787	513
FBgn0035792	513
FBgn0035788	513
FBgn0035929	514
FBgn0035413	514
FBgn0052023	514
FBgn0035933	515
FBgn0035932	515
FBgn0052024	515
FBgn0035957	516
FBgn0000116	516
FBgn0038373	516
FBgn0036160	517
FBgn0036161	517
FBgn0036942	517
FBgn0036177	518
FBgn0036176	518
FBgn0053267	518
FBgn0036204	519
FBgn0027359	519
FBgn0083968	519
FBgn0036327	520
FBgn0262559	520
FBgn0036328	520
FBgn0036346	521
FBgn0038924	521
FBgn0038858	521
FBgn0036361	522
FBgn0036362	522
FBgn0036363	522
FBgn0036403	523
FBgn0037138	523
FBgn0053092	523
FBgn0036474	524
FBgn0039033	524
FBgn0039034	524
FBgn0036551	525
FBgn0036552	525
FBgn0037063	525
FBgn0036575	526
FBgn0029854	526
FBgn0264294	526
FBgn0036601	527
FBgn0036600	527
FBgn0036602	527
FBgn0036605	528
FBgn0036606	528
FBgn0036607	528
FBgn0036712	529
FBgn0036874	529
FBgn0040333	529
FBgn0036727	530
FBgn0029733	530
FBgn0039840	530
FBgn0036757	531
FBgn0261401	531
FBgn0261402	531
FBgn0036766	532
FBgn0036767	532
FBgn0051086	532
FBgn0036795	533
FBgn0036796	533
FBgn0052201	533
FBgn0036816	534
FBgn0064119	534
FBgn0260466	534
FBgn0036831	535
FBgn0036323	535
FBgn0036833	535
FBgn0036839	536
FBgn0033061	536
FBgn0262599	536
FBgn0036910	537
FBgn0001992	537
FBgn0038095	537
FBgn0037011	538
FBgn0032597	538
FBgn0032986	538
FBgn0037057	539
FBgn0038775	539
FBgn0042131	539
FBgn0037518	540
FBgn0037519	540
FBgn0037521	540
FBgn0037714	541
FBgn0052832	541
FBgn0037715	541
FBgn0037782	542
FBgn0037783	542
FBgn0051410	542
FBgn0264297	543
FBgn0264298	543
FBgn0264299	543
FBgn0037973	544
FBgn0037974	544
FBgn0037975	544
FBgn0038017	545
FBgn0031918	545
FBgn0287234	545
FBgn0038084	546
FBgn0038092	546
FBgn0038087	546
FBgn0038208	547
FBgn0051327	547
FBgn0051533	547
FBgn0038394	548
FBgn0038395	548
FBgn0039203	548
FBgn0038414	549
FBgn0038415	549
FBgn0038416	549
FBgn0038448	550
FBgn0051106	550
FBgn0051103	550
FBgn0038631	551
FBgn0262004	551
FBgn0262003	551
FBgn0038697	552
FBgn0051245	552
FBgn0051404	552
FBgn0038838	553
FBgn0028396	553
FBgn0044812	553
FBgn0038849	554
FBgn0051189	554
FBgn0051207	554
FBgn0038981	555
FBgn0053093	555
FBgn0053099	555
FBgn0039132	556
FBgn0003008	556
FBgn0043012	556
FBgn0039193	557
FBgn0261993	557
FBgn0261994	557
FBgn0039299	558
FBgn0039298	558
FBgn0039297	558
FBgn0050375	559
FBgn0050371	559
FBgn0033277	559
FBgn0039434	560
FBgn0039436	560
FBgn0039437	560
FBgn0040608	561
FBgn0040609	561
FBgn0085311	561
FBgn0053758	562
FBgn0085332	562
FBgn0053757	562
FBgn0039675	563
FBgn0039676	563
FBgn0039679	563
FBgn0039851	564
FBgn0039704	564
FBgn0039852	564
FBgn0039854	565
FBgn0039855	565
FBgn0039856	565
FBgn0040031	566
FBgn0265767	566
FBgn0039941	566
FBgn0040076	567
FBgn0040077	567
FBgn0051469	567
FBgn0040350	568
FBgn0051272	568
FBgn0029896	568
FBgn0040506	569
FBgn0040507	569
FBgn0040509	569
FBgn0040784	570
FBgn0085361	570
FBgn0260871	570
FBgn0041629	571
FBgn0045063	571
FBgn0041630	571
FBgn0042627	572
FBgn0283427	572
FBgn0287184	572
FBgn0044811	573
FBgn0031701	573
FBgn0053117	573
FBgn0046886	574
FBgn0046885	574
FBgn0046887	574
FBgn0050269	575
FBgn0050273	575
FBgn0260767	575
FBgn0050413	576
FBgn0053998	576
FBgn0054026	576
FBgn0051259	577
FBgn0037592	577
FBgn0051454	577
FBgn0051391	578
FBgn0037826	578
FBgn0051467	578
FBgn0051424	579
FBgn0051164	579
FBgn0051423	579
FBgn0051680	580
FBgn0032868	580
FBgn0261058	580
FBgn0052086	581
FBgn0053489	581
FBgn0053490	581
FBgn0052640	582
FBgn0037151	582
FBgn0052641	582
FBgn0052819	583
FBgn0040028	583
FBgn0052820	583
FBgn0052857	584
FBgn0053502	584
FBgn0285970	584
FBgn0052983	585
FBgn0052987	585
FBgn0052988	585
FBgn0053177	586
FBgn0025814	586
FBgn0053178	586
FBgn0053252	587
FBgn0052588	587
FBgn0262485	587
FBgn0066114	588
FBgn0032135	588
FBgn0036144	588
FBgn0085240	589
FBgn0266455	589
FBgn0085241	589
FBgn0085358	590
FBgn0039666	590
FBgn0262873	590
FBgn0260869	591
FBgn0260870	591
FBgn0260873	591
FBgn0259956	592
FBgn0259957	592
FBgn0262621	592
FBgn0261290	593
FBgn0036783	593
FBgn0261291	593
FBgn0053194	594
FBgn0262595	594
FBgn0262594	594
FBgn0261349	595
FBgn0086681	595
FBgn0263078	595
FBgn0261580	596
FBgn0261581	596
FBgn0262824	596
FBgn0262808	597
FBgn0038214	597
FBgn0262983	597
FBgn0262836	598
FBgn0262790	598
FBgn0262837	598
FBgn0263598	599
FBgn0032464	599
FBgn0265262	599
FBgn0264746	600
FBgn0264747	600
FBgn0264748	600
FBgn0266171	601
FBgn0267650	601
FBgn0267648	601
FBgn0032151	602
FBgn0086778	602
FBgn0000064	603
FBgn0039425	603
FBgn0000071	604
FBgn0010238	604
FBgn0000083	605
FBgn0000084	605
FBgn0000153	606
FBgn0004516	606
FBgn0267383	607
FBgn0267384	607
FBgn0033238	608
FBgn0051960	608
FBgn0039374	609
FBgn0039373	609
FBgn0000299	610
FBgn0016075	610
FBgn0034076	611
FBgn0010052	611
FBgn0000346	612
FBgn0266464	612
FBgn0000406	613
FBgn0032603	613
FBgn0000426	614
FBgn0034564	614
FBgn0000442	615
FBgn0000721	615
FBgn0015038	616
FBgn0015039	616
FBgn0015040	617
FBgn0033775	617
FBgn0031432	618
FBgn0041337	618
FBgn0033981	619
FBgn0013771	619
FBgn0038034	620
FBgn0038037	620
FBgn0033439	621
FBgn0260474	621
FBgn0000547	622
FBgn0051774	622
FBgn0036108	623
FBgn0036109	623
FBgn0086519	624
FBgn0025578	624
FBgn0000591	625
FBgn0002631	625
FBgn0000592	626
FBgn0000594	626
FBgn0000618	627
FBgn0040670	627
FBgn0001089	628
FBgn0260746	628
FBgn0001098	629
FBgn0039071	629
FBgn0030588	630
FBgn0030589	630
FBgn0030593	631
FBgn0030594	631
FBgn0001124	632
FBgn0001125	632
FBgn0001128	633
FBgn0034825	633
FBgn0001224	634
FBgn0001223	634
FBgn0001258	635
FBgn0033856	635
FBgn0033362	636
FBgn0033363	636
FBgn0001311	637
FBgn0029091	637
FBgn0001321	638
FBgn0085384	638
FBgn0001986	639
FBgn0039117	639
FBgn0002031	640
FBgn0010551	640
FBgn0002525	641
FBgn0010397	641
FBgn0002531	642
FBgn0002533	642
FBgn0020643	643
FBgn0020644	643
FBgn0002535	644
FBgn0002534	644
FBgn0032382	645
FBgn0032381	645
FBgn0002629	646
FBgn0002732	646
FBgn0040296	647
FBgn0026320	647
FBgn0002673	648
FBgn0003525	648
FBgn0029153	649
FBgn0029154	649
FBgn0002838	650
FBgn0036815	650
FBgn0003067	651
